id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
pdhzV2NxQqbFUb9GCfxZ6Q,Customer_4951,2014-05-27 00:13:47,⭐⭐⭐,"I don't get it. 4 and 5-start reviews abound, and the weekend brunch line is absurd, but I'd have to describe my experience at Tavern as ""just okay."" I went here on a Sunday morning ambigudate a month ago. We managed to get bar seating after waiting about 10 minutes, which seemed pretty good compared to the lengthy wait for a real table. The place was bustling, but we didn't have to wait too long to get in our drink orders. That said, while I love deals--and 2-for-1 mimosas and the like qualify--I wasn't bowled over. It tasted like a cheap cava and was heavy on the orange juice. I ordered a burger while my dining companion decided to go with the traditional brunch. My burger was decent but not mouthwateringly amazing, which makes it a far cry from many of the reviews claiming this to be the ""best burger in Nashville."" Similarly, despite the attempts to make the brunch fare a bit fancier, I wasn't bowled over by any of the flavors. While the prices aren't crazy expensive, they aren't cheap either. Overall I'd describe Tavern as ""fine."" I'd have no qualms about returning, but the foodie within me doesn't get the hype. Nashville, just because something is dressed up to look fancy and act fancy doesn't mean it's *actually* fancy.",Uptown,Tavern,51.15,10.44,20.4,3,65+,Non-binary,African American
S30vbx-7LggV9-KCv5XFDQ,Customer_1104,2014-02-08 20:20:58,⭐⭐⭐⭐,Great food!! Everything we ordered was good. Wait was long for Saturday brunch. My fave were the red velvet waffle and Singapore eggs.,Uptown,Tavern,54.45,19.06,35.0,2,,Female,Other
fwQV8AisKOza40TYkGQS3w,Customer_2639,2015-09-03 00:28:46,⭐⭐⭐⭐⭐,,Uptown,Tavern,52.59,3.27,6.2,6,56-65,Female,Native American
89tIlGxzZ4q6l0Qb51lXdw,Customer_6847,2012-10-13 16:39:17,⭐⭐⭐⭐⭐,"Great food!  The menu is full of interesting, and unique items.  I tried the smoked salmon eggs benedict, and it was phenomenal.  The interior is very well decorated, and the servers were helpful and prompt.  Though it was a little on the expensive side, it was well worth the cost for such a great experience.",Uptown,Tavern,34.79,5.37,15.4,4,56-65,Female,Caucasian
Dr6doKlArIS1C84lqwM8wg,Customer_1349,2015-08-24 02:27:10,⭐⭐,,Uptown,Tavern,50.83,7.2,14.2,2,26-35,Female,African American
mc9ziBiR_U7TZ7Mfbumi8g,Customer_8550,2015-12-06 17:27:31,⭐⭐⭐⭐⭐,"Best brunch in Nashville. Amazing lunch. During brunch drinks are 2 for 1 and they are delicous. The wicked Bloody Mary and blood orange mimosa are my favorites. Red velvet waffle, white trash hash, cheddar biscuits and gravy, eggs benedicts, and Singapore stir fry are all so excellant it makes it hard to decide what to order each time. The burger and fries are amazing for lunch, as are the Philly cheesesteak egg rolls, and fried chicken skins with honey Sriracha sauce as apps. They also have a midtown quickie on the menu that changes every day. Tavern never gets old and never disappoints.",Uptown,Tavern,44.23,10.15,23.0,2,46-55,Female,African American
F44PdlI3I-6QmnOMkUE-Mw,Customer_4345,2016-06-12 18:12:17,⭐⭐⭐⭐⭐,"Great staff, service and food!

I ordered the kale salad (OMGosh - good!), short ribs tacos and the fried cauliflower- a MUST - even if you don't finish it all.",Uptown,Tavern,40.37,7.72,19.1,1,,Non-binary,Other
OyJjHoig95FCaRDg1V1l-Q,Customer_3606,2014-03-17 22:55:35,⭐⭐⭐⭐⭐,"After drinking a few glasses of 1920 (the best cocktail in Nashville if you ask me), I am the happiest girl around! I also love the menu, it's fun without being weird. I can't stop eating the Philly cheesesteak eggrolls, brown bag special, all the different fries, and the kale salad.",Uptown,Tavern,84.6,15.28,18.1,2,18-25,Female,Mixed
xe5QQ8zC45aqjUWoHshDlA,Customer_7887,2012-06-01 23:40:31,⭐⭐⭐⭐⭐,"This place is awesome! We stumbled upon it after checking into our hotel...we wanted to walk around after being in the car for 9 hours and we were starving. We got a table outside, it was loud, but what do you expect on a Friday night in early summer? The food was great....I got the Nuevo Israeli bread salad and my husband got the turkey blt (with sweet potato chips (YUMMMM)--both fantastic. They have an extensive drink/beer list and the staff is knowledgeable about the beer they serve and didn't steer my husband wrong. Would recommend trying this place out if you haven't already.",Uptown,Tavern,57.2,13.57,23.7,2,,Female,Asian
G_hGOr7cjzHnwHHKPEvtcA,Customer_8120,2013-04-13 05:19:34,⭐⭐⭐⭐,"Tavern was in walking distance from our hotel, and we had read it was a good place to watch a game, so we were there! I really liked the feel of this place. It was really modern and even the waitstaff complements the look with their matching grey v-necks. We were famished after a long day and got down on so many dishes! 

-grilled artichokes. promised with a ""comeback sauce"" which we got to help my friend push ahead past her hangover, it didn't really do that.
-lamb tacos and pork tacos. the lamb tacos were great but nothing could compare to the pork tacos. I have never been more sad to see the end of a taco.
-salad of little gems. hello? little gems describing anything? I'm in! It was a great, little refreshment from my all-meat diet, with cranberries and fresh mozzerella.
-chicken and waffle. The fried chicken was great, but the cheddar and jalepeno waffle was almost too overpowering with the sweey syrup.
-loco moco. too much meat but the rice and egg were just what my friend needed to get back on the drinking horse so props for that!

The drink list was also amazing here, great whiskey cocktails and they make a mean martini as well! I also liked the mix of people here. It was the perfect Friday night crowd. Prices were pretty reasonable, unless, of course, you are posted up watching Michigan beat Kansas in overtime, then the bill might be a bit higher to taste victory ;)",Uptown,Tavern,42.85,7.08,16.5,2,,Female,Native American
PQlo8P3OjrJlE4UUmo38fQ,Customer_9697,2013-05-10 15:46:40,⭐⭐⭐⭐,,Uptown,Tavern,39.78,15.91,40.0,4,56-65,Non-binary,
8Lpm7yJ4lBZr_kXZMaCZuQ,Customer_9730,2011-04-24 14:08:27,⭐⭐⭐⭐,"Where should I start... Oh yeah, I love this place! Went for the first time this weekend and all the things I've heard about this place are true. Great food, amazing outdoor patios and a great variety of drinks. We started out with the Lobster Hushpuppies and Bazooka Guacamole. The presentation was modern and they most definitely delivered on taste, the only issue I had, was I wanted to order more appetizers! After some self restraint we order our entrees; I took the servers recommendation and had the burger and everybody else had the BLT. Looking back I wish I would have tried something new, don't get me wrong it was good but there are some amazing sounding dishes on the menu. Next time I guess. All in all if you are looking for a trendy spot to have a bite and a few drinks, I definitely recommend this place! Oh yeah, I almost forgot use the hot sauce!",Uptown,Tavern,20.81,3.58,17.2,2,26-35,Prefer not to say,Other
OTyZuYfiZX7Db0kW9rz-Sg,Customer_8292,2017-03-06 17:57:03,⭐⭐⭐,"Tavern is probably one of the better brunch places in Nashville IF (and only if) you go with friends. This is not the place to go for a brunch date or to go with any person that you actually want to have a conversation with.

Both times that my wife and I have gone (once by ourselves, and the other time with some friends) the music has been extremely loud - like to the point where we have been yelling just to hear each other. Not kidding. Look, I like my music loud... and their playlist was actually on point (late 90's/early 2000's hits)... but going out to eat is a social experience. Part of sharing a meal is enjoying the company of the people you're with. Don't blast music in my face and force me to lean in just to hear what the person next to me is saying. C'mon. 

On to the food! It's GREAT. I highly recommend the Benedict Uno - a short rib benedict topped with tabasco-infused hollandaise. Wow. So much amazing flavor in every bite. I savored it right down to the end. I also recommend the maple fondue if you're with a group. It's a fun dish to share and has assorted fruits and some french toast and sausage... all to be dipped in a delicious warm maple syrup mixture. Can't go wrong. Also, don't sleep on the 2-for-1 libations. The blood orange mimosa and the red sangria are my favorites (although the last time I went, I just doubled up on the sangria... easily my favorite).

This place deserves respect for the quality of food they put out and their decent pricing (average about $12-$15 per entree). The only things that keep this from being a 4-star review are the noise level, the lack of parking (bring cash because you will need to use the valet), and the fact that you will undoubtedly have a wait. When we went with our friends, we got their 10 minutes after they opened and were told there was a 20-30 minute wait. We ended up actually waiting almost an hour. Not really a complaint, since you have to factor in a wait at popular places... but still. Just a warning - you will have a wait.

Give this place a shot if you like good food for brunch, just go in knowing that there are some pitfalls with this place.",Uptown,Tavern,56.63,9.7,17.1,2,36-45,,Asian
sdC3uA0KMPDtY20nkpcBOA,Customer_1328,2014-05-26 23:04:47,⭐⭐⭐⭐⭐,,Uptown,Tavern,44.79,8.75,19.5,2,36-45,Prefer not to say,
-o9WEr96OJrpRBglM9LTAg,Customer_2889,2016-12-05 20:34:23,⭐⭐⭐⭐,,Uptown,Tavern,42.83,9.8,22.9,3,26-35,Male,Asian
Ec9Y9N0kzw4FevC1pR8BEA,Customer_9741,2018-08-25 12:24:25,⭐⭐⭐,,Uptown,Tavern,51.72,0.0,0.0,2,56-65,Prefer not to say,Other
S30vbx-7LggV9-KCv5XFDQ,Customer_3215,2014-02-08 20:20:58,⭐⭐⭐⭐,,Uptown,Tavern,34.88,6.11,17.5,3,26-35,,Asian
eX9N0rLvcfgrOo34hvDQRQ,Customer_4940,2014-02-12 21:35:12,⭐⭐⭐⭐,,Uptown,Tavern,25.86,10.34,40.0,2,,,Hispanic
QdrmnbVOsEWMnhi46mzl3w,Customer_6556,2015-09-18 04:55:00,⭐⭐⭐⭐⭐,"Not my kind of place but I think if it was it would be fantastic! 
Loud music, sports on big TV s, huge bar, inside or outside seating. Friendly attentive staff, food artsy. Served lightning fast. Very clean and beautifully decorated. Enjoyed my Burger very much. Micheal loved his Junk Salad... Great place for those who like what I described.",Uptown,Tavern,41.54,9.42,22.7,2,18-25,Non-binary,Native American
BB5kBkUH3mAmItdC6N073A,Customer_3921,2015-01-06 06:13:05,⭐⭐⭐⭐,"my favorite brunch spot on nashville! the drinks are amazing and they have a wide range of items on the menu. my favorite brunch items are probably the benedicts and white trash hash. my favorite items served all day are the sweet potato fries and tuscan kale salad! the only complaint I would have is that they usually have a long wait, especially for brunch so come early and be prepared to wait! it's certainly worth it. other than that, the atmosphere and food are some of the best in nashville!",Uptown,Tavern,13.64,2.12,15.5,4,46-55,Female,African American
ve34O0LAyheEh4Txtq5VYQ,Customer_4612,2013-10-31 16:35:09,⭐⭐⭐⭐,,Uptown,Tavern,38.61,8.37,21.7,3,18-25,,African American
mvx8moqhiNUL-nxQuEYERA,Customer_6273,2012-09-14 23:35:27,⭐⭐⭐⭐,"We totally blew off all Nashville brunch recommendations just because the menu at Tavern looked so good. Risky move, bucking the suggestions of former residents and frequent visitors, but I'm happy to report it paid off handsomely. I looove the set-up of the restaurant. There's a covered/open air area, a bar area with some booths and high-top tables, then a cozy area ""upstairs"" overlooking the action so to speak. It basically has a seating location for whatever your mood. Very cool. The brunch menu was almost impossible to choose from. Our eyes went directly to the red velvet waffle with cream cheese drizzle. We're not big sweets for breakfast folks but we do love our desserts. But the inevitable was sure to occur, eat brunch and be too full - rule of thumb - order your sweets at the same time as your meal if you're determined to try something. So we did.... I opted for the benedict uno which was fantastic. Tender braised short ribs on an english muffin with perfectly cooked poached eggs and a Tabasco hollandaise. Soooo incredibly good and the hollandaise was the perfect combination of buttery and spicy. Excellent. I will say, if you don't love hollandaise you would be put off - my plate was literally swimming in sauce (arm floaties and all...) I gobbled it up but it turned my wife off from trying it (note to self, don't bath in hollandaise.) My wife opted for the The Nooner which is an omelet with bacon, fried oysters and a spicy sour cream, served with ""white trash hash"" (basically a heavily hashbrown casserole.) So back to the red velvet wafftle....we didn't finish it....I know...I know....we tried and we did a pretty good job, but we just couldn't. It was super good although almost not quite done in the middle, but tasty nonetheless. Good service, good food, great atmosphere (would love to watch a game here and snack my way through the day.) Can't wait to return!",Uptown,Tavern,10.0,2.09,20.9,2,65+,Non-binary,Mixed
