review_number,guest_name,visit_date,satisfaction_score,feedback_comments,venue_location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
nWXxee5pTo9vvnbB6ir-4g,Guest_1532,06/24/2016,3.0,"First of all I would like to say this is a pretty cool place. They have a great selection of beer and booze. The bartenders were very attentive and made awesome drinks. I was there on a Thursday night with a wedding party of about 12 people and we were having a great night. This is where I would love to end this review because based on the atmosphere and bartenders, this is a really chill place to hang out in ybor. Unfortunately, there is more to the story.

Later in the night, the bar started clearing out. The only people in the bar were myself, the wedding party I was with, the bartenders, and 3 other people. That's it. We (the wedding party) thought it would be fun to do the wobble and since the DJ was playing hip-hip anyway, we figured that it wouldn't be an issue to request that he play the wobble. After All, there wasn't many people in the bar anyway. Upon requesting to the DJ that we would like him to play the wobble he proceeded to respond with statements like ""I refuse to play that song"" ""I don't like that song"" ""I'm not a jukebox"". After briefly sharing our differences of opinion, I went to the bar to get a drink. At this time the DJ also walked up to the bar as we were kindly telling the bartender that they might want to reconsider their DJ choices because he was more concerned with what he wanted to hear, rather than what the patrons of the bar wanted to hear. Upon sharing our opinion with the bartender, the DJ butts in again to express that ""I'm the DJ, and I'll play what I want to hear"" that irritated me and I got a little heated. The bartender proceeded to cut me off because I argued with the DJ. I totally understand that, the bartender did the right thing there to calm down a situation. 

Point of my long story is, I really hope this place reconsiders their DJ choices in the future. They need someone that will play what the patrons want to hear and not what he wants to hear. Maybe that's just my opinion, but I feel that I make a strong case considering that by the time it was all said and done, our party was the only people in the bar. So, instead of 5 stars, I'm marking it a 3 based on the DJ alone.",Eastside,The Bricks,22.26,3.82,17.1,4,65+,Female,Native American
77SVp08MVwzf7CP9vviZgw,Guest_5132,07/22/2012,3.0,"We've heard that we need to go to places in Ybor and try them out, so we set out to find a place for dinner. One thing is for sure...the menu has traditional food, but in a unique way. I ordered the deluxe grilled cheese (has tomatoes, pesto, whole wheat) and my husband had the BBQ pig quesadilla. Both dishes were good, but I don't feel like they were 'awesome'. We went out on a limb and tried the hibiscus sangria and the chocolate espresso cake for dessert. The cake was VERY espresso! Too rich for me! The sangria definitely tasted like flowers, but in a good way. It was pretty refreshing too! It was fun to try a new place, but I don't think we'll go back.",Eastside,The Bricks,19.76,4.06,20.6,3,18-25,Prefer not to say,Caucasian
s9dqqPMdKO3QdJ5s7lrt3g,Guest_6632,28.11.2016,1.0,"This place is listed as vegetarian-friendly and it is, provided that you eat eggs, cheese, and whatever else they put on the food without listing it in the menu description. Unfortunately this place was a nightmare for me as a vegan. I ordered the veggie cuban with no swiss or honey mustard since those were the only non-vegan ingredients listed in the description, and if it wasn't for the server mentioning ""oh that's a great choice; the chef puts an egg on it too,"" then I would have gotten a sandwich with egg. After I stressed ""no animal products, no egg, no dairy, no butter,"" the server responded with ""oh well you know the egg isn't actually meat"" as opposed to, you know, respecting my dietary restrictions. I have no intention of returning, due to the lack of clarity on the menu and the server's rudeness when I was expressing my allergies/restrictions. Maybe if the restaurant lists all of the ingredients and trains their staff on how to not be rude to someone who was rightfully annoyed at almost getting an item I couldn't eat, then it might be worth a recommendation. But then again, it's not a vegan-friendly establishment despite it being vegetarian-friendly.",Eastside,The Bricks,11.28,1.77,15.7,2,26-35,Non-binary,
IgVIc163TZ4xbJqfUKdnRw,Guest_8903,10/21/2015,5.0,"This might be my first five star rating. This place was absolutely awesome and I cannot wait until I go back for a second time. Our sever, Millie, was friendly and efficient from the moment we sat down. The atmosphere of the place was unique, and the food was among the most unique in Tampa that I have experienced in years. I got the pork tacos for an appetizer and the ""bird and pig"" for lunch. The sandwich was so good I could have ordered it again. Overall it was a fantastic experience and I will be returning for their drink specials.",Eastside,The Bricks,21.97,3.02,13.7,3,18-25,Male,Other
N1BiMP9r3IsmEzChi9PPwA,Guest_5020,23.02.2011,4.0,"I read the reviews on Yelp and decided to check out Bricks of Ybor for myself. 

Nice atmosphere and hip music playing in the background. I sat at the bar and watched the flat screen televisions (they were playing the History Channel on one TV. & ""Shaun of the Dead"" on another TV.). 

Good beer on tap (I tried the IPA -- it was good) and a small menu specializing in appetizers, salads & sandwiches. I ordered the hummus plate and the iceberg wedge salad -- both were delicious. The blue cheese dressing on the salad was particularly scrumptious. 

For one beer and an app and a salad, my bill came to just under $25 before tip -- kinda expensive (considering they no longer serve the ""salmon spread"" on the hummus plate -- should that really be priced at $10, still?).",Eastside,The Bricks,55.5,11.32,20.4,1,56-65,,Caucasian
IdUkBQcMt0460g5W1LCZmg,Guest_8275,01/20/2014,,"The Bricks is a hipster haven, but don't let that deter you if you don't wear non-prescription glasses and flannel. I'm always the least cool person in here and no one seems to mind. (Although maybe I AM cool -- last time I was here the DJ was playing Hall & Oates most likely to be ironic, but I genuinely enjoyed it.) The menu is mostly sandwiches and some salads. It's all about the Bird & Pig sandwich. I have a hard time straying from this delicacy of chicken, bacon, brie, and apples on pressed sweet bread. Sweet, check. Salty, check. Crunchy, check. Nice selection of local and craft brews, too.",Eastside,The Bricks,8.31,1.69,20.3,5,36-45,Female,Mixed
zGNexIUL8EG3_hTXpSY_Iw,Guest_9918,09.05.2014,4.0,"I dined here for the first time with my daughter, who is a regular. We had the Hummus appetizer. I had the Bricks Club and she had the specialty Grilled Cheese. The food was fresh, tasty and full of flavor. The service was very good. The bottle of ice water they bring is a classy touch. The ambiance is eclectic. My daughter told me normally the place is full of hipsters, but the crowd was spare on the day we were there. The prices are reasonable and in line with the usual and customary norms for Tampa. I don't drink, but it looked like they have quite an assortment of craft beer available.",Eastside,The Bricks,,3.66,12.4,2,,Female,Caucasian
oX3VSZ2WBLd-mKidL87Q5g,Guest_1560,19.05.2018,4.0,,Eastside,The Bricks,33.1,0.0,0.0,3,56-65,Non-binary,Other
siwaa7bmNx91IxRVWwhp3g,Guest_9593,29.05.2014,4.0,"Recently stopped in during a bar crawl for some drinks and Battletoads. Couldn't eat the buzz away, but loved what I saw. Photos on walls showed the transformation from Tahiti Joe's/Latitudes into The Bricks of today, and brought back some old Ybor memories. The staff was kind, and the video game corner was a blast. Delicious coffee, and had an artsy feel as well. Every food item that passed our sniffers en route to their respective hipster pie holes was cause for comment. I will certainly be coming by for a sammich at this place.",Eastside,The Bricks,,2.0,9.9,2,26-35,,
N1BiMP9r3IsmEzChi9PPwA,Guest_6935,2011-02-23,4.0,,Eastside,The Bricks,10.24,2.08,20.3,2,26-35,,Hispanic
DadAufR2brJtQCCq_NsPcQ,Guest_1108,2012-03-04,4.0,"It was so difficult deciding what to order here. I was in the mood for a skanky chai latte, but the skinny bitch latte just had that calorie conscious ring to it. After a bit of thought I decided, skanky it shall be! This has got to be one of my favorite places in Tampa. I had never really put a pulse on ""hipster"" in Tampa, but I found the closest thing to it at Bricks. Plenty of space to lounge here with a nice offering that ranged from caffeinated beverages to brews and snacks. I would have never typically thought to throw bacon on a peanut butter and banana sandwich and then drizzle with honey, but I'm glad someone did. The Elvis sandwich is a hunka, hunka, burning yum! I would give this place five stars all day, except for the fact that service is slow. Like, dial-up slow. Like larvae to butterfly metamorphosis slow. So slow in fact that on a pretty *slow* afternoon, it would take 20 minutes just to get an iced chai even though you have a clear view of queue and activity of the servers. So slow that from time of check request to actually receiving it, was about another 20 minutes. While the laid back atmosphere is one of the things that makes this place so cool, it's also the incredibly laid back service that could put a damper on things if you're in a rush.",Eastside,The Bricks,11.51,2.32,20.2,3,18-25,Non-binary,Hispanic
jrGMuHix2T4NvxVmR0yF_g,Guest_3608,02/27/2013,5.0,"Great atmosphere, always a good variety of music playing, excellent food and an increasingly diverse drink menu make this possibly my favorite place in Tampa. The Bird and Pig could quite possibly be the best sandwich in the history of sandwiches! Chicken, bacon, Brie, agave on Hawaiian sweet bread....yum! Also, try Root Down on the drink menu. Tastes exactly like Root Beer!",Eastside,The Bricks,26.98,3.23,12.0,4,65+,Male,Hispanic
zGNexIUL8EG3_hTXpSY_Iw,,2014-05-09,4.0,"I dined here for the first time with my daughter, who is a regular. We had the Hummus appetizer. I had the Bricks Club and she had the specialty Grilled Cheese. The food was fresh, tasty and full of flavor. The servise was very good. The bottle of ice water they bring is a classy touch. The ambiance is eclectic. My daughter told me normally the place is full of hipsters, but the crowd was spare on the day we were there. The prices are reasonable and in line with the usual and customary norms for Tampa. I don't drink, but it looked like they have quite an assortment of craft beer available.",Eastside,The Bricks,15.07,1.55,10.3,2,,Prefer not to say,Other
FWWE8HkUu42FgIfi2_FI-w,Guest_8328,2013-01-02,4.0,"Cheaper than the $$ rating by far, depending on your interests (I had the $5.50 grilled peanut butter and Gouda). And I didn't think the combination would work, but I was wrong. It's not my absolute favorite peanut butter sandwich, but it's tasty. Sadly, the ""peanut butter bars"" don't have as extensive a list of ingredients as they did when Brett N. visited. I also tasted a forkful of Jodi's Greek salad (which was all that was left!), and that lemon-dill vinaigrette just made my ""next time we're here"" list.",Eastside,The Bricks,19.25,3.93,20.4,2,26-35,Male,Asian
rno5BeYy-bMFKINk43MmNw,,05/30/2014,5.0,"It is definitely a place to bring your friends and chat. I love their different types of Peanut Butter sandwiches. Amazing! Not only that, but the inside environment is just so positive and provides inspiration.",Eastside,The Bricks,14.99,0.75,5.0,3,36-45,,
I3nDwvABhYqKdcxpN6_eaA,Guest_7983,04/23/2014,5.0,,Eastside,The Bricks,40.88,6.7,16.4,2,18-25,Non-binary,Mixed
eNHgYkJwmuM0Gg42AL6V6Q,,2017-01-31,1.0,"If you're immune to salmonella poisoning then this is the perfect place for you! Very overpriced, minimum effort in providing authentic food NOT out of a can. They undercook the chicken and it taste like refrigerator. Please don't waste your hard earned cash on half assed food. Unless you just want drinks and a good time with friends, don't come here.",Eastside,The Bricks,19.68,4.66,23.7,3,18-25,,
exVAtPSIFht6QUVDftWSzw,Guest_3166,14.07.2013,,"The Bricks gets a ""1"" in my book because they have terrible service.  Great food, but terrible service. 

I went there about 3pm on a Tuesday...which happened to be my birthday to have lunch with my mother.  Not only were we not greeted by the 3 staff standing around with NO other customers, but we were also not brought any menus or given direction about seating.  

We sat down and waited for a server to come by and ask for our drink order and bring menus.  No one ever did.  We got up and grabbed our own menus close to where the staff were standing.  They paid no attention.  After 3 or 4 more minutes we stood up to leave and they didn't care. So we walked out and I had my birthday lunch elsewhere. 

I  wrote to them on Facebook about our service and they promptly deleted my comment and ignored my message.  

I used to go to the Bricks all the time, but we've never been back since and I warn any new friends to not go there as well.",Eastside,The Bricks,56.96,11.44,20.1,2,,Non-binary,Hispanic
zbJJjS4qCofo0l5Cr39R8A,Guest_3069,02.05.2015,5.0,,Eastside,The Bricks,12.22,1.72,14.1,3,65+,Female,
aHtgSP4nTEtHvYQ0TE6w1g,Guest_6578,2017-10-02,5.0,,Eastside,The Bricks,36.65,6.39,17.4,3,56-65,Male,Mixed
Y95YeYL9jxYcdkQgsTNzNg,,09/11/2017,4.0,,Eastside,The Bricks,15.15,3.25,21.4,3,,,
2umV3kR4UxjuYV4wU7Qw1w,Guest_5959,07.02.2014,4.0,"I've always thought the idea of apple on a sandwich (that didn't involve peanut butter) as completely preposterous, because sweet things do not belong on sandwiches!  

So what did I order at The Bricks?  Naturally, the Bird and Pig - which features chicken, bacon, apple, brie and agave nectar.   It was definitely sweet.  And savory.  And absolutely, positively to die for.  I loved every scrumptious bite of it.... except for the dry chicken breast.  I'm not sure if it was just old, but either way it was dry and disappointing.

Next on the menu was the deluxe grilled cheese sandwich, which was all sorts of yummy cheese, smothering delicious garden fresh basil (wow!), spinach and tomato.   The first bite of this sandwich was knock-your-socks-off.  The basil really stands out and it definitely warranted an audible moan.  The next few bites weren't as spectacular, but I still loved the sandwich.  I'd go with the Bird and Pig again if I had to choose.

While we waited, we treated our faces to black bean dip (suggested by the waiter) and we enjoyed it.  If you like black bean dip, then you'll like this one.  

We washed all of that down with a glass of liquid heroin, and all was right with the world.

The end.

Oh, and the service - spot on.  The place is cute, the staff is attentive, and it's clear this place easily doubles as a comfy daytime spot and a lovely night spot - if that's your kinda thing.",Eastside,The Bricks,14.57,1.33,9.1,2,18-25,Non-binary,African American
